hip,hd,cons,ra_h,ra_m,ra_s,dec_sign,dec_deg,dec_m,dec_s,mag,bayer,flam,gould,name,is_comon,is_double,is_var,var_name,max_mag,min_mag
105412,203222,Aqr,21,21,4.33,,-4,33,36.5,5.87,,16,62,,,,,,,
111394,213789,Aqr,22,34,2.89,,-1,34,27,5.88,,60,160,,,,,,,
,200497,Aqr,21,4,4.74,,-5,49,23.08,5.89,,12,,,,,,,,
116853,222493,Aqr,23,41,8.87,,-11,40,50.4,5.89,,,255,,,,,,,
110532,212320,Aqr,22,23,32.15,,-7,11,40,5.92,,,138,,,,,,,
117541,223524,Aqr,23,50,14.65,,-9,58,27.6,5.93,,,268,,,,,,,
113686,217563,Aqr,23,1,31.7,,-4,42,41.3,5.94,,,202,,,,,,,
103545,199603,Aqr,20,58,41.87,,-14,28,59.1,5.95,,,27,,,,,DV,,
116368,221745,Aqr,23,34,49.33,,-15,14,44.9,5.95,,,246,,,,,,,
110179,211676,Aqr,22,19,0.7,,-13,18,17.9,5.96,,45,133,,,,,,,
115144,219879,Aqr,23,19,24.11,,-18,4,31.4,5.96,,,225,,,,,,,
111515,213986,Aqr,22,35,36.36,,-23,59,27.9,5.97,,,162,,,,,,,
113801,217703,Aqr,23,2,44.29,,-20,52,13.4,5.97,,,205,,,,,,,
109466,210434,Aqr,22,10,33.7,,-4,16,0.7,5.98,,,118,,,,,,,
102945,198571,Aqr,20,51,25.69,,-5,37,35.9,5.99,,4,12,,,,,,,
105574,203525,Aqr,21,22,56.27,,-9,19,9.4,5.99,,17,65,,,,,,,
109624,210705,Aqr,22,12,25.74,,-14,11,37.8,6.04,,39,120,,,,,,,
103414,199442,Aqr,20,57,10.57,,0,27,50.2,6.06,,,26,,,,,,,
117420,223311,Aqr,23,48,32.48,,-6,22,49.4,6.09,,,265,,,,,,,
109509,210464,Aqr,22,11,2.3,,-21,13,57.7,6.1,,,119,,,,,,,
105864,204121,Aqr,21,26,27.99,,1,6,13.5,6.12,,,74,,,,,,,
113531,217251,Aqr,22,59,35.68,,-13,4,15.2,6.12,,,198,,,,,,,
114750,219279,Aqr,23,14,40.18,,-10,41,19.1,6.13,,,216,,,,,,,
111170,213429,Aqr,22,31,18.22,,-6,33,17.6,6.15,,,157,,,,,,,
111171,213428,Aqr,22,31,18.42,,-2,54,40.3,6.15,,,155,,,,,,,
113998,218061,Aqr,23,5,12.88,,-17,4,44.9,6.15,,,207,,,,,,,
109984,211356,Aqr,22,16,33.67,,-1,35,46.9,6.16,,,128,,,,,,,
107596,207235,Aqr,21,47,38.2,,-5,55,0.6,6.17,,,89,,,,,,,
110018,211364,Aqr,22,16,59.79,,-23,8,24.4,6.17,,,126,,,,,,,
115257,220035,Aqr,23,20,40.95,,-5,54,28.2,6.17,,,228,,,,,,,
113781,217701,Aqr,23,2,32.56,,-6,34,26.1,6.18,,82,204,,,,,,,
115528,220465,Aqr,23,24,7.76,,-18,41,17.2,6.18,,,234,,,,,,,
112615,215874,Aqr,22,48,30.19,,-10,33,19.8,6.19,,70,181,,,,,,,
113127,216637,Aqr,22,54,34.13,,-7,12,16.3,6.2,,78,192,,,,,,,
115906,221081,Aqr,23,29,0.69,,-9,15,57.7,6.2,,,238,,,,,,,
103682,199960,Aqr,21,0,33.81,,-4,43,47.7,6.21,,11,31,,,,,,,
117494,223428,Aqr,23,49,31.58,,-15,51,40.3,6.21,,,266,,,,,,,
106758,205765,Aqr,21,37,33.77,,0,23,25.8,6.22,,,82,,,,,,,
101921,196712,Aqr,20,39,13.25,,-2,24,46.7,6.23,,,2,,,,,,,
111761,214448,Aqr,22,38,22.1,,-7,53,51.2,6.23,,,167,,,,,,,
113674,217531,Aqr,23,1,23.65,,-7,3,40.1,6.23,,81,201,,,,,,,
117797,223884,Aqr,23,53,20.81,,-24,13,45.2,6.23,,,274,,,,,,,
102770,198272,Aqr,20,49,17.25,,0,33,47.8,6.24,,,,,,,,,,
103892,200375,Aqr,21,3,3.09,,1,31,55.9,6.24,,,35,,,,,,,
108144,208177,Aqr,21,54,35.9,,-3,18,4.3,6.24,,,95,,,,,,,
108506,208801,Aqr,21,58,54.99,,-4,22,21,6.24,,,98,,,,,,,
116118,221357,Aqr,23,31,42.04,,-21,22,10,6.24,,100,242,,,,,,,
115953,221148,Aqr,23,29,31.98,,-4,31,55.9,6.26,,,239,,,,,,,
104557,201567,Aqr,21,10,46.87,,-9,21,14.2,6.27,,,49,,,,,,,
113673,217498,Aqr,23,1,23.03,,-22,47,27,6.27,,,200,,,,,,,
102561,197954,Aqr,20,47,3.57,,-2,29,12.7,6.28,,,7,,,,,,,
108784,209240,Aqr,22,2,11.78,,-17,54,12,6.28,,,100,,,,,,,
109442,210419,Aqr,22,10,21.1,,-3,53,38.3,6.28,,,115,,,,,,,
112078,214983,Aqr,22,42,5.99,,-5,6,6.6,6.28,,,172,,,,,LP,,
110746,212643,Aqr,22,26,10.7,,-23,40,56.8,6.29,,,144,,,,,,,
113345,216953,Aqr,22,57,17.21,,-4,48,36.3,6.31,,,197,,,,,,,
111965,214810,Aqr,22,40,47.96,,-3,33,14.9,6.32,,,171,,,,,,,
108453,208703,Aqr,21,58,13.28,,-5,25,28.8,6.33,,,96,,,,,,,
115015,219659,Aqr,23,17,40.06,,-11,42,46.6,6.33,,,221,,,,,,,
104048,200663,Aqr,21,4,45.32,,2,16,11.8,6.34,,,38,,,,,,,
,212698,Aqr,22,26,34.4,,-16,44,33,6.35,f,53,,,,,,,,
109375,210244,Aqr,22,9,28.94,,-23,39,32.8,6.36,,,113,,,,,,,
111086,213236,Aqr,22,30,17.33,,-14,35,8.3,6.36,,56,153,,,,,,,
113204,216727,Aqr,22,55,30.57,,-20,8,21.7,6.36,,,196,,,,,,,
117054,222800,Aqr,23,43,49.5,,-15,17,4,6.36,,,,,,,,R,,
113080,216553,Aqr,22,54,5.6,,-19,10,30.5,6.37,,,189,,,,,,,
115839,220957,Aqr,23,28,5.14,,-11,26,58.9,6.37,,,237,,,,,,,
103077,198802,Aqr,20,53,5.57,,-11,34,25.5,6.38,,,15,,,,,,,
104872,202259,Aqr,21,14,37.03,,0,5,32.2,6.38,,,52,,,,,,,
105729,203843,Aqr,21,24,51.68,,-3,23,53.6,6.38,,20,69,,,,,,,
116624,222125,Aqr,23,38,2.98,,-15,5,41.4,6.38,,,251,,,,,,,
108797,209278,Aqr,22,2,26.25,,-16,57,53.4,6.39,,29,101,,,,,,,
109647,210763,Aqr,22,12,43.89,,-4,43,14.1,6.39,,,121,,,,,,,
110091,211575,Aqr,22,18,4.3,,0,14,15.1,6.39,,,132,,,,,,,
111200,213464,Aqr,22,31,41.28,,-10,54,19.7,6.39,,58,156,,,,,,,
111539,214028,Aqr,22,35,48.82,,-17,27,37.1,6.39,,61,164,,,,,,,
116060,221308,Aqr,23,31,1.15,,-6,17,16.8,6.39,,,240,,,,,,,
112179,215143,Aqr,22,43,14.25,,-6,57,46.5,6.4,,67,175,,,,,,,
116428,221835,Aqr,23,35,32.07,,-7,27,52.1,6.4,,,248,,,,,,,
105079,202606,Aqr,21,17,13.54,,-13,16,44.3,6.41,,,57,,,,,,,
106544,205358,Aqr,21,34,42.76,,1,49,45.1,6.41,,,79,,,,,IZ,,
111066,213198,Aqr,22,30,1.39,,-12,54,54.4,6.41,,,152,,,,,,,
114371,218639,Aqr,23,9,49.53,,-14,30,37.9,6.43,,,213,,,,,,,
115709,220766,Aqr,23,26,35.44,,-21,44,27,6.43,,,236,,,,,,,
103154,198949,Aqr,20,53,58.37,,-6,53,21.9,6.44,,,18,,,,,,,
105019,202466,Aqr,21,16,17.78,,-9,12,52.8,6.45,,14,54,,,,,,,
105819,204041,Aqr,21,25,51.55,,0,32,3.5,6.45,,,72,,,,,,,
112168,215114,Aqr,22,43,3.4,,-8,18,41.2,6.45,,,174,,,,,,,
101911,196676,Aqr,20,39,5.86,,-4,55,46.2,6.46,,,1,,,,,,,
115522,220466,Aqr,23,24,4.02,,-21,46,27.2,6.46,,,233,,,,,,,
104634,201707,Aqr,21,11,41.31,,-14,28,20.6,6.47,,,50,,,,,EW,,
105046,202554,Aqr,21,16,39.46,,-1,36,27.8,6.48,,,55,,,,,,,
103889,200340,Aqr,21,2,59.62,,0,55,29.1,6.5,,,34,,,,,,,
116106,221356,Aqr,23,31,31.4,,-4,5,13,6.5,,,241,,,,,,,
97649,187642,Aql,19,50,46.68,,8,52,2.6,0.76,α,53,86,Altair,1,,,,,
97278,186791,Aql,19,46,15.57,,10,36,47.8,2.72,γ,50,,Tarazed,1,,,,,
93747,177724,Aql,19,5,24.61,,13,51,49.4,2.99,ζ,17,,Denebokab I,,,,,,
99473,191692,Aql,20,11,18.26,,0,49,17.3,3.24,θ,65,117,Theen Foo,,,,,,
95501,182640,Aql,19,25,29.75,,3,6,52.5,3.36,δ,30,46,Song,,,,,,
93805,177756,Aql,19,6,14.95,,-4,52,56.4,3.43,λ,16,19,Al Thalimain I,,,,,,
98036,188512,Aql,19,55,18.77,,6,24,28.6,3.71,β,60,98,Alshain,,,,,,
97804,187929,Aql,19,52,28.36,,1,0,20.4,3.87,η,55,89,Bezek,,,,,,
93244,176411,Aql,18,59,37.39,,15,4,6.5,4.02,ε,13,,Denebokab II,,,,,,
93429,176678,Aql,19,1,40.84,,-5,44,20.5,4.02,i,12,9,Bered,,,,,,
101847,196574,Aql,20,38,20.27,,-1,6,18.3,4.31,l,71,146,,,,,,,
96468,184930,Aql,19,36,43.28,,-1,17,11.6,4.36,ι,41,64,Al Thalimain II,,,,,,
96229,184406,Aql,19,34,5.23,,7,22,45.5,4.45,μ,38,58,,,,,,,
95585,182835,Aql,19,26,31.09,,0,20,18.9,4.64,ν,32,47,,,,,,,
97938,188310,Aql,19,54,14.882,,8,27,41.23,4.722,ξ,59,94,,,,,,,
101101,195135,Aql,20,29,38.96,,-2,53,7.7,4.91,,69,141,,,,,,,
101692,196321,Aql,20,36,43.63,,-2,32,59.7,4.91,,70,144,,,,,,,
96483,184915,Aql,19,36,53.45,,-7,1,38.9,4.93,κ,39,63,,,,,,,
95066,181391,Aql,19,20,32.84,,-5,24,57.1,4.98,f,26,38,,,,,,,
91975,173370,Aql,18,44,49.93,,2,3,36.3,5.02,,4,2,,,,,,,
95937,183630,Aql,19,30,39.82,,-2,47,19.9,5.03,e,36,54,,,,,,,
93867,178125,Aql,19,6,58.6,,11,4,16.7,5.07,,18,,,,,,,,
94885,180972,Aql,19,18,32.49,,1,5,6.3,5.1,,23,35,,,,,,,
96327,184492,Aql,19,35,7.25,,-10,33,37.6,5.12,,37,59,,,,,,,
97675,187691,Aql,19,51,1.5,,10,24,57.8,5.12,ο,54,,,,,,,,
94477,179761,Aql,19,13,42.7,,2,17,37.4,5.14,,21,29,,,,,,,
95447,182572,Aql,19,24,57.77,,11,56,34.3,5.17,b,31,,,,,,,,
96665,185507,Aql,19,39,11.64,,5,23,52,5.18,σ,44,68,,,,,,,
94068,178596,Aql,19,8,59.92,,6,4,24.2,5.23,,19,24,,,,,,,
93203,176303,Aql,18,59,5.73,,13,37,21.2,5.27,,11,,,,,,,,
94834,180868,Aql,19,17,49,,11,35,43.4,5.28,ω1,25,,,,,,,,
96957,186203,Aql,19,42,34.01,,11,49,35.8,5.28,χ,47,,,,,,,,
98103,188728,Aql,19,56,14.23,,11,25,25.4,5.28,φ,61,,,,,,,,
100541,194013,Aql,20,23,10.71,,5,20,35.1,5.3,,,132,,,,,,,
93124,176155,Aql,18,58,14.75,,17,21,39.4,5.33,,,,,,,,FF,,
94385,179406,Aql,19,12,40.7,,-7,56,22.2,5.35,,20,28,,,,,,,
97650,187532,Aql,19,50,46.8,,-10,45,48.9,5.38,,51,82,,,,,,,
93526,176984,Aql,19,2,54.49,,-3,41,56.4,5.4,g,14,11,,,,,,,
93717,177463,Aql,19,4,57.66,,-4,1,52.9,5.4,h,15,15,,,,,,,
99631,192107,Aql,20,13,13.87,,-1,0,33.4,5.44,,66,123,,,,,,,
96556,185124,Aql,19,37,47.26,,-4,38,51,5.45,,42,65,,,,,,,
95073,181440,Aql,19,20,35.68,,0,53,31.8,5.46,d,27,40,,,,,,,
98823,190327,Aql,20,4,8.31,,7,16,40.6,5.51,τ,63,107,,,,,,,
94982,181333,Aql,19,19,39.35,,12,22,28.7,5.53,A,28,,,,,,,,
95822,183492,Aql,19,29,22.12,,14,35,45.9,5.57,,,,,,,,,,
92872,175515,Aql,18,55,27.44,,6,36,55.8,5.58,,-62,69,,,,,,,
94624,180262,Aql,19,15,20.09,,15,5,1.2,5.58,,,,,,,,,,
94727,180482,Aql,19,16,31.02,,4,50,5.4,5.59,,22,32,,,,,,,
97980,188350,Aql,19,54,44.77,,0,16,25.2,5.6,,58,95,,,,,,,
97871,188041,Aql,19,53,18.72,,-3,6,52.2,5.63,,,90,,,,,V1291,,
96807,185762,Aql,19,40,43.31,,0,37,16.7,5.64,,45,70,,,,,,,
94720,180555,Aql,19,16,26.78,,14,32,40.6,5.65,,,,,,,,,,
98844,190299,Aql,20,4,23.15,,0,42,32.5,5.67,,62,106,,,,,,,
,187260,Aql,19,48,42.1,,11,48,55,5.7,π,52,,,,,,,,
97966,188293,Aql,19,54,37.65,,-8,13,38,5.7,,57,93,,,,,,,
98754,190229,Aql,20,3,30.01,,16,1,52.6,5.73,,-14,,,,,,,,
97473,187259,Aql,19,48,42.05,,11,48,57.3,5.75,π,52,,,,,,,,
95572,182900,Aql,19,26,24.13,,13,1,25.2,5.76,,,,,,,,,,
97928,188154,Aql,19,54,8.27,,-8,34,27,5.76,,56,92,,,,,,,
95793,183324,Aql,19,29,0.99,,1,57,1.9,5.79,c,35,51,,,,,,,
95222,181907,Aql,19,22,21.51,,0,15,8.2,5.81,,,42,,,,,,,
93580,177178,Aql,19,3,32.24,,1,49,8.2,5.82,,,13,,,,,,,
95732,183227,Aql,19,28,20.8,,2,55,48.2,5.84,,,49,,,,,,,
98416,189340,Aql,19,59,47.49,,-9,57,26.2,5.87,,,100,,,,,,,
92117,173654,Aql,18,46,28.58,,0,57,41.9,5.89,,5,3,,,,,,,
97229,186689,Aql,19,45,39.92,,7,36,47.4,5.89,υ,49,78,,,,,,,
98526,189695,Aql,20,0,58.97,,8,33,28,5.9,,,103,,,,,,,
93179,176232,Aql,18,58,46.92,,13,54,24.4,5.91,,10,,,,,,,,
99171,191067,Aql,20,8,1.75,,0,40,40.9,5.97,,64,113,,,,,,,
96481,185018,Aql,19,36,52.45,,11,16,23.5,5.98,,,,,,,,,,
96840,185936,Aql,19,41,5.53,,13,48,56.5,5.98,,,,,,,,,,
97499,187195,Aql,19,49,2.19,,-10,52,14.6,6,,,80,,,,,,,
95002,181383,Aql,19,19,53.04,,11,32,5.7,6.03,ω2,29,,,,,,,,
100232,193329,Aql,20,19,43.24,,-1,4,42.9,6.05,,,131,,,,,,,
92524,174589,Aql,18,51,22.16,,-3,19,4.1,6.08,,8,5,,,,,,,
95898,183589,Aql,19,30,10.53,,2,54,14.7,6.08,,,53,,,,,,,
93820,177940,Aql,19,6,22.2,,8,13,48,7.61,,,22,,,,,R,,
95929,183656,Aql,19,30,33.11,,3,26,39.8,6.09,,,55,,,,,,,
100758,194454,Aql,20,25,42.53,,-2,48,1,6.1,,,137,,,,,,,
97687,187660,Aql,19,51,11.1,,-2,27,39.2,6.12,,,85,,,,,,,
100977,194939,Aql,20,28,24.89,,-3,21,27.9,6.12,,68,139,,,,,,,
97970,188385,Aql,19,54,40.18,,7,8,25.3,6.14,,,96,,,,,,,
100664,194244,Aql,20,24,37.49,,1,4,6.2,6.14,,,135,,,,,,,
97767,187923,Aql,19,52,3.64,,11,37,44.9,6.16,,,,,,,,,,
98385,189322,Aql,19,59,22.63,,1,22,39.1,6.17,,,101,,,,,,,
94833,180782,Aql,19,17,48.18,,2,1,54.5,6.19,,,34,,,,,,,
92963,175640,Aql,18,56,22.66,,-1,47,59.3,6.2,,,6,,,,,,,
101746,196426,Aql,20,37,18.38,,0,5,49.2,6.21,,,145,,,,,,,
93138,176095,Aql,18,58,23.71,,6,14,24.7,6.22,,,7,,,,,,,
92386,174240,Aql,18,49,37.18,,0,50,10.4,6.24,,,4,,,,,,,
93488,176981,Aql,19,2,21.56,,8,22,24.7,6.25,,,12,,,,,,,
95812,183387,Aql,19,29,18.02,,0,14,46,6.25,,,52,,,,,,,
97139,186547,Aql,19,44,34.19,,13,18,10.1,6.25,ψ,48,,,,,,,,
97697,187753,Aql,19,51,17.73,,9,37,47.8,6.25,,,88,,,,,,,
99585,191984,Aql,20,12,35.12,,0,52,1.6,6.25,,,120,,,,,,,
94916,181122,Aql,19,18,52.75,,9,37,5.4,6.31,,,37,,,,,,,
95281,182038,Aql,19,23,4.44,,-7,24,2,6.31,,,43,,,,,,,
95664,183144,Aql,19,27,33.9,,14,16,57,6.31,,,,,,,,,,
96917,185966,Aql,19,42,2.9,,-9,11,36.4,6.31,,,71,,,,,,,
96356,184573,Aql,19,35,29.79,,-7,27,36.7,6.32,,,60,,,,,,,
96931,186122,Aql,19,42,12.81,,12,11,35.8,6.33,,46,,,,,,,,
94149,178744,Aql,19,9,51.59,,0,25,41.2,6.34,,,25,,,,,,,
95253,182101,Aql,19,22,48.35,,9,54,46.4,6.34,,,44,,,,,,,
99234,191263,Aql,20,8,38.28,,10,43,33.1,6.34,,,,,,,,,,
96204,184313,Aql,19,33,46.03,,5,27,56.8,6.35,,,,,,,,V450,,
96630,185423,Aql,19,38,48.99,,3,22,53.5,6.36,,,67,,,,,,,
92475,174569,Aql,18,50,45.55,,10,58,35,6.37,,,,,,,,,,
95820,183344,Aql,19,29,21.36,,-7,2,38.6,6.37,,,50,,,,,U,,
96351,184663,Aql,19,35,25.13,,2,54,48.5,6.37,,,61,,,,,,,
96428,184944,Aql,19,36,15.68,,14,23,28.2,6.37,,,,,,,,,,
98954,190658,Aql,20,5,26.53,,15,30,1.3,6.37,,,,,,,,V1472,,
98910,190390,Aql,20,5,5.42,,-11,35,57.8,6.38,,,108,,,,,V1401,,
94913,181053,Aql,19,18,50.93,,0,20,20.4,6.4,,24,36,,,,,,,
100672,194263,Aql,20,24,41.75,,1,22,7,6.41,,,136,,,,,,,
97144,186535,Aql,19,44,41.27,,8,43,35.7,6.43,,,75,,,,,,,
99158,191104,Aql,20,7,50.34,,9,23,59.1,6.43,,,114,,,,,,,
97454,187203,Aql,19,48,30.51,,10,41,38.8,6.44,,,,,,,,,,
99894,192699,Aql,20,16,6.03,,4,34,51.3,6.44,,,128,,,,,,,
94478,179791,Aql,19,13,44.02,,5,30,56.3,6.47,,,30,,,,,,,
97244,186660,Aql,19,45,52.23,,-2,53,0.4,6.47,,,77,,,,,,,
97709,187734,Aql,19,51,26.84,,4,5,19.1,6.47,,,87,,,,,,,
99024,190664,Aql,20,6,12.19,,-4,4,41.2,6.47,,,110,,,,,,,
99624,192086,Aql,20,13,4.43,,0,19,50.9,6.47,,,122,,,,,,,
101339,195617,Aql,20,32,20.4,,2,7,58.1,6.47,,,142,,,,,,,
97607,187567,Aql,19,50,17.48,,7,54,8.7,6.49,,,84,,,,,V1339,,
97967,188294,Aql,19,54,38.06,,-8,14,13.1,6.49,,57,,,,,,,,
98038,188405,Aql,19,55,19.49,,-6,44,4.7,6.49,,,97,,,,,,,
95453,182475,Aql,19,25,1.51,,-4,53,4.4,6.5,,,45,,,,,V1691,,
85258,157244,Ara,17,25,18,,-55,31,47.4,2.84,β,,51,Karnot Mizbeach,,,,,,
85792,158427,Ara,17,31,50.52,,-49,52,33.5,2.84,α,,62,Choo,,,,,,
83081,152786,Ara,16,58,37.23,,-55,59,24.2,3.12,ζ,,23,Korban,,,,,,
85267,157246,Ara,17,25,23.66,,-56,22,39.7,3.31,γ,,50,Zadok,,,,,,
85727,158094,Ara,17,31,5.98,,-60,41,1,3.6,δ,,60,Tseen Yin,,,,,,
88714,165024,Ara,18,6,37.88,,-50,5,29.2,3.65,θ,,84,Tao Shou,,,,,,
82363,151249,Ara,16,49,47.11,,-59,2,28.7,3.77,η,,13,,,,,,,
83153,152980,Ara,16,59,35.05,,-53,9,37.8,4.06,ε1,,25,Tso Kang,,,,,,
86092,159217,Ara,17,35,39.61,,-46,30,20.1,4.56,σ,,67,,,,,,,
86486,160032,Ara,17,40,23.73,,-49,24,54.6,4.76,λ,,71,,,,,,,
86796,160691,Ara,17,44,8.72,,-51,50,0.9,5.12,μ,,75,,,,,,,
85312,157457,Ara,17,26,0.03,,-50,38,0.7,5.19,κ,,53,,,,,,,
85079,157042,Ara,17,23,16.08,,-47,28,5.4,5.21,ι,,49,,,,,,,
86305,159492,Ara,17,38,5.57,,-54,30,0.3,5.25,π,,69,,,,,,,
83431,153580,Ara,17,3,8.71,,-53,14,11.9,5.27,ε2,,31,,,,,,,
85389,157661,Ara,17,26,51.98,,-45,50,34.7,5.28,,,56,,,,,,,
84720,156274,Ara,17,19,2.95,,-46,38,11.4,5.47,,,41,,,,,,,
83057,152824,Ara,16,58,17.95,,-50,38,27.9,5.53,ρ2,,24,,,,,,,
82171,150898,Ara,16,47,19.66,,-58,20,29,5.55,,,9,,,,,,,
81702,150136,Ara,16,41,20.42,,-48,45,46.7,5.57,,,4,,,,,,,
81733,150168,Ara,16,41,40.23,,-49,39,5.6,5.62,,,5,,,,,,,
83187,153053,Ara,17,0,6.29,,-54,35,49.2,5.64,,,26,,,,,,,
87314,161783,Ara,17,50,28.39,,-53,36,44.6,5.68,ν1,,77,,,,,V539,,
85147,156838,Ara,17,24,1.08,,-62,51,50.9,5.69,,,46,,,,,,,
85470,157753,Ara,17,27,57.62,,-52,17,49.3,5.72,,,58,,,,,,,
83535,153716,Ara,17,4,24.73,,-57,42,43.6,5.73,,,32,,,,,,,
82110,150745,Ara,16,46,21.23,,-58,30,12.8,5.74,,,8,,,,,,,
85068,156854,Ara,17,23,7.11,,-56,31,32,5.76,,,47,,,,,,,
85169,156942,Ara,17,24,18.8,,-60,40,25.6,5.76,,,48,,,,,,,
86552,160263,Ara,17,41,16.23,,-46,55,18.5,5.78,,,72,,,,,,,
85049,156768,Ara,17,22,55.23,,-58,0,37,5.86,,,45,,,,,,,
84248,154903,Ara,17,13,18.11,,-67,11,46.9,5.87,,,36,,,,,,,
86248,159463,Ara,17,37,27.31,,-50,3,34.1,5.89,,,68,,,,,,,
85409,157662,Ara,17,27,12.46,,-50,37,49.3,5.9,,,54,,,,,,,
82672,151967,Ara,16,54,0.4,,-57,54,33.2,5.91,,,16,,,,,,,
84731,156091,Ara,17,19,12.51,,-59,41,40.5,5.93,,,40,,,,,,,
85520,157819,Ara,17,28,38.91,,-55,10,10.8,5.93,,,59,,,,,,,
82902,152527,Ara,16,56,28.8,,-52,17,1.1,5.94,,,22,,,,,,,
84105,155035,Ara,17,11,38.67,,-48,52,24.2,5.94,,,38,,,,,V854,,
85751,158220,Ara,17,21,23,,-56,55,14,5.95,,,,,,,,V862,,
81966,150576,Ara,16,44,39.75,,-53,9,8.2,5.96,,,7,,,,,,,
83216,153221,Ara,17,0,26.98,,-48,38,51.2,5.98,,,29,,,,,,,
82806,152082,Ara,16,55,24.68,,-63,16,10.7,5.99,,,17,,,,,,,
85751,158220,Ara,17,31,23.28,,-56,55,15.4,5.99,,,61,,,,,,,
85788,158476,Ara,17,31,49.1,,-46,2,12.4,6.04,,,63,,,,,,,
83481,153791,Ara,17,3,41.68,,-47,9,38.1,6.07,,,33,,,,,,,
84311,155341,Ara,17,14,13.4,,-56,53,18.6,6.08,,,39,,,,,V829,,
86064,159018,Ara,17,35,19.91,,-53,21,10.4,6.09,,,66,,,,,,,
87174,161420,Ara,17,48,38.08,,-55,24,6.6,6.09,,,76,,,,,,,
87379,161917,Ara,17,51,11.03,,-53,7,49,6.09,ν2,,78,,,,,,,
87404,162123,Ara,17,51,44.55,,-45,36,2.5,6.09,,,80,,,,,,,
88859,165493,Ara,18,8,30.11,,-45,46,1.1,6.13,,,85,,,,,,,
81507,149485,Ara,16,38,52.71,,-60,59,25.1,6.16,,,1,,,,,,,
81657,149837,Ara,16,40,50.41,,-60,26,46.6,6.17,,,2,,,,,,,
85393,157599,Ara,17,26,56.35,,-51,56,55.6,6.17,,,55,,,,,,,
81847,150421,Ara,16,43,3.57,,-46,4,13,6.22,,,6,,,,,,,
85480,157524,Ara,17,28,7.88,,-63,2,10.3,6.22,,,52,,,,,,,
83323,153261,Ara,17,1,47.39,,-58,57,29.6,6.26,,,28,,,,,V828,,
86088,158895,Ara,17,35,35,,-59,50,45.9,6.26,,,64,,,,,,,
87928,163071,Ara,17,57,42.74,,-56,53,46.4,6.26,,,82,,,,,,,
84759,156331,Ara,17,19,30.51,,-50,3,49.3,6.27,,,42,,,,,,,
86628,160342,Ara,17,42,3.62,,-50,30,38.4,6.28,,,73,,,,,V626,,
81650,149989,Ara,16,40,44.39,,-51,28,42.9,6.3,,,3,,,,,V872,,
82868,152478,Ara,16,56,8.85,,-50,40,29.2,6.3,ρ1,,21,,,,,V846,,
85975,158907,Ara,17,34,16.89,,-48,31,36.8,6.32,,,65,,,,,,,
83984,154555,Ara,17,10,6.28,,-61,40,31.6,6.37,,,34,,,,,,,
83269,153201,Ara,17,1,7.03,,-56,33,18.1,6.4,,,27,,,,,,,
83321,153370,Ara,17,1,46.36,,-51,7,51.3,6.43,,,30,,,,,,,
82418,151566,Ara,16,50,36.09,,-50,2,41.8,6.45,,,15,,,,,,,
88675,164896,Ara,18,6,9.21,,-51,44,38,6.46,,,83,,,,,,,
82091,150897,Ara,16,46,6.38,,-46,31,54.9,6.47,,,10,,,,,,,
82723,152220,Ara,16,54,31.55,,-49,42,38.8,6.49,,,18,,,,,,,
84700,155951,Ara,17,18,51.78,,-62,52,28.3,6.5,,,,,,,,,,
9884,12929,Ari,2,7,10.29,,23,27,46,2.01,α,13,,Hamal,1,,,,,
8903,11636,Ari,1,54,38.35,,20,48,29.9,2.64,β,6,,Sheratan,1,,,,,
13209,17573,Ari,2,49,58.99,,27,15,38.8,3.61,c,41,,Bharani,,,,,,
8832,11502,Ari,1,53,31.77,,19,17,38.7,3.88,γ1,5,,Mesartim,1,,,,,
14838,19787,Ari,3,11,37.67,,19,43,36.1,4.35,δ,57,,Botein,,,,,,
15549,20644,Ari,3,20,20.37,,29,2,54.6,4.47,,,,,,,,,,
13061,17361,Ari,2,47,54.44,,29,14,50.7,4.52,,39,,Barani III,,,,,,
13914,18519,Ari,2,59,12.73,,21,20,25.6,4.63,ε,48,,Al Butain III,,,,,,
12719,16908,Ari,2,43,27.11,,27,42,25.8,4.65,,35,,Burani II,,,,,,
9153,11973,Ari,1,57,55.78,,23,35,45.9,4.79,λ,9,,,,,,,,
,11503,Ari,1,53,31.8,,19,17,45,4.83,γ2,5,,,,,,,,
15110,20150,Ari,3,14,54.11,,21,2,40.7,4.87,ζ,58,,Al Butain IV,,,,,,
10053,13174,Ari,2,9,25.29,,25,56,23.9,4.98,,14,,,,,,,,
9836,12869,Ari,2,6,33.91,,22,38,54.3,5.03,κ,12,,,,,,,,
9110,11909,Ari,1,57,21.03,,17,49,3.3,5.09,ι,8,,,,,,,,
15737,20893,Ari,3,22,45.27,,20,44,31.6,5.1,τ2,63,,,,,,,,
12832,17093,Ari,2,44,57.51,,12,26,45.5,5.17,,38,,,,,,,,
10306,13555,Ari,2,12,47.98,,21,12,39.5,5.23,η,17,,,,,,,,
13165,17543,Ari,2,49,17.56,,17,27,51.6,5.26,π,42,,Al Butain I,,,,,,
15627,20756,Ari,3,21,13.61,,21,8,49.7,5.27,τ1,61,,,,,,,,
12489,16628,Ari,2,40,41.03,,27,3,39.6,5.3,,33,,Barani I,,,,,,
12332,16432,Ari,2,38,49,,21,57,41.2,5.45,ν,32,,,,,,,,
